customer_key,full_name,first_name,last_name,email_address,gender,education,occupation,yearly_income,total_children,country,state,city
11214,Charles Miller,Charles,Miller,charles9@adventure-works.com,M,Partial College,Professional,60000,2,United States,Oregon,Milwaukie
11215,Ana Perry,Ana,Perry,ana7@adventure-works.com,F,Partial High School,Skilled Manual,40000,2,Canada,British Columbia,Royal Oak
11216,Jasmine Torres,Jasmine,Torres,jasmine32@adventure-works.com,F,Partial College,Professional,60000,2,United States,Oregon,Portland
11217,Natalie Adams,Natalie,Adams,natalie58@adventure-works.com,F,Partial College,Professional,60000,2,United States,Oregon,Portland
11218,Olivia Brown,Olivia,Brown,olivia4@adventure-works.com,F,Partial College,Professional,60000,2,United States,Washington,Tacoma
11219,Charles Cook,Charles,Cook,charles69@adventure-works.com,M,High School,Professional,60000,2,United States,Oregon,Woodburn
11220,Erica Huang,Erica,Huang,erica5@adventure-works.com,F,Partial College,Professional,60000,2,United States,California,Colma
11221,Nathan Perry,Nathan,Perry,nathan3@adventure-works.com,M,Partial College,Professional,70000,4,United States,California,Lakewood
11222,Alexandra Rivera,Alexandra,Rivera,alexandra11@adventure-works.com,F,Bachelors,Management,80000,3,United States,California,Santa Monica
11223,Hailey Patterson,Hailey,Patterson,hailey30@adventure-works.com,F,High School,Professional,70000,2,Canada,British Columbia,Langley
11224,Tiffany Li,Tiffany,Li,tiffany3@adventure-works.com,F,High School,Professional,70000,2,United States,Washington,Burien
11225,Madison Lee,Madison,Lee,madison22@adventure-works.com,F,Partial College,Professional,60000,2,United States,Washington,Renton
11226,Sydney Ross,Sydney,Ross,sydney26@adventure-works.com,F,Partial College,Professional,60000,2,United States,Oregon,W. Linn
11227,Marshall Chavez,Marshall,Chavez,marshall35@adventure-works.com,M,Partial College,Professional,60000,2,United States,California,Colma
11228,Ashley Jones,Ashley,Jones,ashley3@adventure-works.com,F,Partial College,Professional,60000,2,United States,California,El Cajon
11229,Adrian Stewart,Adrian,Stewart,adrian21@adventure-works.com,M,Partial College,Professional,70000,4,United States,California,Redwood City
11230,Amber Turner,Amber,Turner,amber4@adventure-works.com,F,Partial College,Professional,70000,4,United States,California,Santa Monica
11231,Dennis Zhang,Dennis,Zhang,dennis1@adventure-works.com,M,High School,Professional,60000,2,United States,Washington,Bremerton
11232,Hailey Bryant,Hailey,Bryant,hailey38@adventure-works.com,F,High School,Professional,60000,3,United States,Washington,Everett
11233,Todd Li,Todd,Li,todd5@adventure-works.com,M,Partial College,Professional,70000,4,United States,California,Berkeley
11234,Anna Griffin,Anna,Griffin,anna46@adventure-works.com,F,Partial College,Professional,70000,4,United States,California,Long Beach
11235,Angel Stewart,Angel,Stewart,angel24@adventure-works.com,M,Partial College,Professional,70000,4,United States,Washington,Ballard
11236,Jeremy Butler,Jeremy,Butler,jeremy29@adventure-works.com,M,Partial College,Professional,70000,5,United States,Washington,Bellingham
11237,Clarence Anand,Clarence,Anand,clarence36@adventure-works.com,M,Bachelors,Management,130000,2,Germany,Nordrhein-Westfalen,Solingen
11238,Mayra Prasad,Mayra,Prasad,mayra9@adventure-works.com,F,Bachelors,Management,130000,2,United Kingdom,England,Birmingham
11239,Latoya Goel,Latoya,Goel,latoya18@adventure-works.com,F,Partial College,Professional,130000,2,United Kingdom,England,London
11240,Anne Hernandez,Anne,Hernandez,anne4@adventure-works.com,F,Partial College,Professional,160000,2,United Kingdom,England,Watford
11241,Lisa Cai,Lisa,Cai,lisa24@adventure-works.com,F,Partial College,Professional,100000,2,France,Essonne,Les Ulis
11242,Larry Munoz,Larry,Munoz,larry9@adventure-works.com,M,Partial College,Professional,110000,2,France,Yveline,Versailles
11243,Robin Alvarez,Robin,Alvarez,robin2@adventure-works.com,F,Partial College,Professional,150000,2,United Kingdom,England,Esher-Molesey
11244,Alexis Coleman,Alexis,Coleman,alexis28@adventure-works.com,F,Bachelors,Management,170000,2,United Kingdom,England,Runcorn
11245,Ricky Vazquez,Ricky,Vazquez,ricky15@adventure-works.com,M,High School,Professional,120000,3,Germany,Hessen,Hamburg
11246,Latasha Rubio,Latasha,Rubio,latasha21@adventure-works.com,F,High School,Professional,120000,3,Germany,Hamburg,Hamburg
11247,Claudia Zhou,Claudia,Zhou,claudia7@adventure-works.com,F,Partial College,Professional,130000,3,United Kingdom,England,Lancaster
11248,Tristan Alexander,Tristan,Alexander,tristan19@adventure-works.com,M,Partial College,Professional,110000,3,France,Seine Saint Denis,Saint-Denis
11249,Cindy Patel,Cindy,Patel,cindy3@adventure-works.com,F,Partial College,Professional,130000,3,Germany,Saarland,Sulzbach Taunus
11250,Shannon Liu,Shannon,Liu,shannon4@adventure-works.com,F,High School,Professional,170000,3,United Kingdom,England,Woolston
11251,Xavier Long,Xavier,Long,xavier51@adventure-works.com,M,High School,Professional,30000,4,Canada,British Columbia,Haney
11252,Nicholas Thompson,Nicholas,Thompson,nicholas16@adventure-works.com,M,Graduate Degree,Management,90000,3,United States,California,Lemon Grove
11253,José Hernandez,José,Hernandez,josé54@adventure-works.com,M,Graduate Degree,Management,60000,2,Canada,British Columbia,Victoria
11254,Johnathan Vance,Johnathan,Vance,johnathan5@adventure-works.com,M,Graduate Degree,Management,70000,4,United States,Washington,Burien
11255,Colin Lin,Colin,Lin,colin8@adventure-works.com,M,Graduate Degree,Management,70000,4,United States,Washington,Burien
11256,Katelyn Hernandez,Katelyn,Hernandez,katelyn42@adventure-works.com,F,Graduate Degree,Management,70000,4,United States,Washington,Lynnwood
11257,Jacqueline Powell,Jacqueline,Powell,jacqueline9@adventure-works.com,F,Graduate Degree,Management,120000,1,United States,California,Newport Beach
11258,Xavier Hill,Xavier,Hill,xavier26@adventure-works.com,M,Graduate Degree,Management,120000,1,United States,California,Palo Alto
11259,Victoria Stewart,Victoria,Stewart,victoria24@adventure-works.com,F,Partial College,Professional,100000,4,United States,Oregon,Salem
11260,Katelyn Kelly,Katelyn,Kelly,katelyn1@adventure-works.com,F,Bachelors,Management,110000,2,United States,California,Burlingame
11261,Stephanie Collins,Stephanie,Collins,stephanie52@adventure-works.com,F,Graduate Degree,Management,130000,1,United States,California,San Diego
11262,Jennifer Simmons,Jennifer,Simmons,jennifer88@adventure-works.com,F,Bachelors,Management,80000,4,Canada,British Columbia,Port Hammond
11263,Trinity Richardson,Trinity,Richardson,trinity9@adventure-works.com,F,Partial College,Professional,90000,5,United States,Washington,Burien
11264,Eduardo Martin,Eduardo,Martin,eduardo13@adventure-works.com,M,Partial College,Professional,90000,5,United States,Washington,Issaquah
11265,Elizabeth Jones,Elizabeth,Jones,elizabeth7@adventure-works.com,F,Partial College,Professional,90000,5,United States,Washington,Kirkland
11266,Taylor Howard,Taylor,Howard,taylor14@adventure-works.com,F,Partial College,Professional,90000,0,United States,Washington,Port Orchard
11267,David Diaz,David,Diaz,david55@adventure-works.com,M,Partial College,Professional,120000,4,United States,California,Burlingame
11268,Katelyn Carter,Katelyn,Carter,katelyn33@adventure-works.com,F,Graduate Degree,Management,130000,2,United States,California,Coronado
11269,Ryan Foster,Ryan,Foster,ryan19@adventure-works.com,M,Graduate Degree,Management,130000,2,United States,California,Daly City
11270,Robert Lee,Robert,Lee,robert82@adventure-works.com,M,Graduate Degree,Management,130000,2,United States,California,Lakewood
11271,Danielle Reed,Danielle,Reed,danielle23@adventure-works.com,F,Bachelors,Management,150000,2,United States,California,San Francisco
11272,Lauren Martinez,Lauren,Martinez,lauren35@adventure-works.com,F,Partial College,Professional,70000,4,United States,California,Beverly Hills
11273,Nathan Lal,Nathan,Lal,nathan26@adventure-works.com,M,Partial College,Professional,90000,2,United States,California,La Jolla
11274,Kyle Foster,Kyle,Foster,kyle11@adventure-works.com,M,Graduate Degree,Management,50000,2,United States,Washington,Bellingham
11275,Jenny Rai,Jenny,Rai,jenny40@adventure-works.com,F,Graduate Degree,Management,80000,4,United States,California,Colma
11276,Nancy Chapman,Nancy,Chapman,nancy7@adventure-works.com,F,Partial College,Professional,80000,4,Canada,British Columbia,Cliffside
11277,Charles Jackson,Charles,Jackson,charles15@adventure-works.com,M,Partial College,Professional,80000,4,Canada,British Columbia,Royal Oak
11278,Jonathan Phillips,Jonathan,Phillips,jonathan35@adventure-works.com,M,Partial College,Professional,90000,0,United States,Washington,Edmonds
11279,Amanda Cook,Amanda,Cook,amanda3@adventure-works.com,F,Partial College,Professional,90000,0,United States,Washington,Everett
11280,Robert Collins,Robert,Collins,robert45@adventure-works.com,M,Partial College,Professional,90000,0,United States,Washington,Lynnwood
11281,Megan Barnes,Megan,Barnes,megan53@adventure-works.com,F,Bachelors,Management,110000,4,United States,California,Burbank
11282,Christian Thomas,Christian,Thomas,christian46@adventure-works.com,M,Partial College,Professional,90000,5,United States,Washington,Burien
11283,Arturo Lal,Arturo,Lal,arturo33@adventure-works.com,M,Bachelors,Management,110000,1,United States,California,Berkeley
11284,Theresa Serrano,Theresa,Serrano,theresa12@adventure-works.com,F,Bachelors,Management,110000,1,United States,California,Chula Vista
11285,Jeremy Anderson,Jeremy,Anderson,jeremy2@adventure-works.com,M,Partial College,Professional,120000,1,United States,California,Fremont
11286,Hunter Griffin,Hunter,Griffin,hunter16@adventure-works.com,M,Graduate Degree,Management,170000,0,United States,California,Torrance
11287,Henry Garcia,Henry,Garcia,henry16@adventure-works.com,M,Partial College,Professional,70000,5,Canada,British Columbia,Cliffside
11288,Cindy Sanchez,Cindy,Sanchez,cindy19@adventure-works.com,F,Bachelors,Management,110000,1,United States,California,Burbank
11289,Maria Carter,Maria,Carter,maria53@adventure-works.com,F,Bachelors,Management,130000,1,United States,California,Downey
11290,Katelyn Sanchez,Katelyn,Sanchez,katelyn26@adventure-works.com,F,Bachelors,Management,130000,1,United States,California,Lakewood
11291,Jenna Wright,Jenna,Wright,jenna19@adventure-works.com,F,Bachelors,Management,130000,1,United States,California,Lemon Grove
11292,Seth Phillips,Seth,Phillips,seth42@adventure-works.com,M,Partial College,Professional,150000,1,United States,California,San Gabriel
11293,Luke Long,Luke,Long,luke28@adventure-works.com,M,High School,Professional,60000,2,United States,Washington,Port Orchard
11294,Dalton Clark,Dalton,Clark,dalton18@adventure-works.com,M,High School,Professional,60000,2,United States,Washington,Issaquah
11295,Taylor Lewis,Taylor,Lewis,taylor67@adventure-works.com,F,Partial High School,Skilled Manual,80000,2,United States,California,Concord
11296,Haley Richardson,Haley,Richardson,haley10@adventure-works.com,F,Graduate Degree,Management,50000,2,United States,Washington,Everett
11297,Noah Coleman,Noah,Coleman,noah2@adventure-works.com,M,Graduate Degree,Management,70000,4,United States,California,Burbank
11298,Jon Luo,Jon,Luo,jon46@adventure-works.com,M,Graduate Degree,Management,70000,4,United States,California,Chula Vista
11299,Orlando Vazquez,Orlando,Vazquez,orlando14@adventure-works.com,M,Graduate Degree,Management,70000,4,United States,California,Burbank
11300,Fernando Barnes,Fernando,Barnes,fernando47@adventure-works.com,M,Partial College,Professional,80000,5,Canada,British Columbia,N. Vancouver
11301,Cameron Rodriguez,Cameron,Rodriguez,cameron38@adventure-works.com,M,Partial College,Professional,80000,5,United States,Washington,Ballard
11302,Spencer Russell,Spencer,Russell,spencer22@adventure-works.com,M,High School,Professional,90000,4,United States,Oregon,Corvallis
11303,Julia Coleman,Julia,Coleman,julia72@adventure-works.com,F,High School,Professional,90000,4,United States,Washington,Edmonds
11304,Julia Garcia,Julia,Garcia,julia38@adventure-works.com,F,Partial College,Professional,100000,0,United States,Oregon,Portland
11305,Sean Evans,Sean,Evans,sean31@adventure-works.com,M,Partial College,Professional,110000,3,United States,California,Chula Vista
11306,Micah Zhou,Micah,Zhou,micah19@adventure-works.com,M,Partial College,Professional,110000,3,United States,California,Coronado
11307,Hunter Rodriguez,Hunter,Rodriguez,hunter53@adventure-works.com,M,Partial High School,Skilled Manual,80000,2,United States,California,Daly City
11308,Ian Gonzales,Ian,Gonzales,ian57@adventure-works.com,M,High School,Professional,60000,2,United States,Oregon,Oregon City
11309,Victoria Lewis,Victoria,Lewis,victoria20@adventure-works.com,F,High School,Professional,60000,2,United States,Oregon,Beaverton
11310,Erin Sanders,Erin,Sanders,erin7@adventure-works.com,F,Graduate Degree,Management,70000,3,United States,California,San Francisco
11311,Gabrielle Lopez,Gabrielle,Lopez,gabrielle63@adventure-works.com,F,Graduate Degree,Management,70000,3,United States,Washington,Lynnwood
11312,Sara Richardson,Sara,Richardson,sara10@adventure-works.com,F,Graduate Degree,Management,70000,3,United States,Washington,Lynnwood
11313,Trevor Jenkins,Trevor,Jenkins,trevor6@adventure-works.com,M,Graduate Degree,Management,70000,3,United States,Washington,Port Orchard
11314,Mya Flores,Mya,Flores,mya13@adventure-works.com,F,Graduate Degree,Management,70000,3,United States,Washington,Issaquah
11315,Hailey Ward,Hailey,Ward,hailey12@adventure-works.com,F,Graduate Degree,Management,70000,3,United States,Washington,Port Orchard
11316,Luke Allen,Luke,Allen,luke52@adventure-works.com,M,Graduate Degree,Management,60000,3,Canada,British Columbia,Langford
11317,Victoria Russell,Victoria,Russell,victoria66@adventure-works.com,F,Partial College,Professional,40000,3,United States,Oregon,Salem
11318,Jessica Wilson,Jessica,Wilson,jessica54@adventure-works.com,F,Partial College,Professional,40000,3,United States,Washington,Edmonds
11319,Jade Bailey,Jade,Bailey,jade13@adventure-works.com,F,Graduate Degree,Management,70000,4,United States,California,Oakland
11320,Morgan Hill,Morgan,Hill,morgan19@adventure-works.com,F,Graduate Degree,Management,80000,4,United States,California,Glendale
11321,Terrance Raman,Terrance,Raman,terrance9@adventure-works.com,M,Bachelors,Management,90000,5,United States,Washington,Burien
11322,Sydney Garcia,Sydney,Garcia,sydney78@adventure-works.com,F,Bachelors,Management,90000,5,United States,Washington,Bremerton
11323,Jose Patterson,Jose,Patterson,jose33@adventure-works.com,M,Graduate Degree,Management,120000,2,United States,California,Daly City
11324,Zachary Anderson,Zachary,Anderson,zachary39@adventure-works.com,M,Bachelors,Management,90000,5,United States,California,Glendale
11325,Elijah Ross,Elijah,Ross,elijah7@adventure-works.com,M,Bachelors,Management,90000,5,United States,Washington,Seattle
11326,Rafael Xie,Rafael,Xie,rafael26@adventure-works.com,M,Bachelors,Management,130000,2,United States,California,Beverly Hills
11327,Jaime Moreno,Jaime,Moreno,jaime48@adventure-works.com,M,Bachelors,Management,90000,5,United States,California,Burbank
11328,Julian Griffin,Julian,Griffin,julian20@adventure-works.com,M,Bachelors,Management,90000,5,Canada,British Columbia,Newton
11329,Andy Alvarez,Andy,Alvarez,andy9@adventure-works.com,M,Bachelors,Management,90000,5,United States,California,Concord
11330,Ryan Thompson,Ryan,Thompson,ryan38@adventure-works.com,M,Graduate Degree,Management,110000,2,Canada,British Columbia,Oak Bay
11331,Samantha Jenkins,Samantha,Jenkins,samantha32@adventure-works.com,F,Partial College,Skilled Manual,90000,4,Canada,British Columbia,Shawnee
11332,Deanna Ramos,Deanna,Ramos,deanna44@adventure-works.com,F,Graduate Degree,Manual,10000,1,Germany,Nordrhein-Westfalen,Berlin
11333,Emily Miller,Emily,Miller,emily6@adventure-works.com,F,Graduate Degree,Clerical,20000,1,United Kingdom,England,Newcastle upon Tyne
11334,Nicole Brown,Nicole,Brown,nicole4@adventure-works.com,F,Bachelors,Manual,10000,1,United Kingdom,England,Stoke-on-Trent
11335,Carla Raman,Carla,Raman,carla14@adventure-works.com,F,Bachelors,Manual,10000,1,Germany,Bayern,Hof
11336,Shaun Raji,Shaun,Raji,shaun21@adventure-works.com,M,Graduate Degree,Clerical,20000,1,France,Seine (Paris),Paris
11337,Jerome Romero,Jerome,Romero,jerome7@adventure-works.com,M,Bachelors,Manual,10000,1,United Kingdom,England,Watford
11338,Frank Navarro,Frank,Navarro,frank17@adventure-works.com,M,Graduate Degree,Clerical,20000,1,Germany,Nordrhein-Westfalen,Bonn
11339,Dennis She,Dennis,She,dennis25@adventure-works.com,M,Graduate Degree,Clerical,20000,1,France,Seine (Paris),Paris
